"ids"	"gender"	"last_connection"	"x1"	"x2"	"x3"	"t1"	"t2"
1271	"M"	"2015-04-17"	52.1692364243791	303.21977712909	98.1974050263776	1186.1308158515	1712.87910851636
1272	"M"	"2015-03-03"	12.9085806198418	286.233774705663	96.5478288054886	961.950404597446	1644.93509882265
1273	"M"	"2015-04-02"	51.7796145286411	299.15102182261	98.5281131622638	1168.61827661283	1696.60408729044
1274	"F"	"2015-04-09"	23.8190473988652	325.961512786189	97.5104295989811	1076.03386819828	1966.82680753785
1275	"M"	"2015-02-14"	31.1906235758215	306.415010279568	88.5172417229816	1030.88462314336	1725.66004111827
1276	"M"	"2015-04-21"	47.4555416032672	295.695422591719	82.7867595969682	1261.15863694344	1682.78169036688
1277	"F"	"2015-02-21"	67.6003782777116	301.184328831448	97.5050614850399	1245.61296256026	1855.32947974152
1278	"M"	"2015-03-27"	84.9560532718897	311.000083915407	92.5096242092963	1346.80435172049	1744.00033566163
1279	"M"	"2015-03-22"	20.7938742125407	311.651567029289	98.8872231256551	968.575858513359	1746.60626811716
1280	"M"	"2015-02-22"	11.6095365723595	307.658686821234	97.1707550509134	1134.91473337403	1730.63474728494
1281	"F"	"2015-02-22"	52.6561782695353	300.043855516021	92.8939265049513	1234.36267563375	1850.1973498221
1282	"F"	"2015-04-06"	27.9487358639017	325.271091112951	98.4735958850835	1169.45096797775	1963.71991000828
1283	"M"	"2015-02-25"	79.8555964836851	278.047488271784	96.6648836434305	1365.75092244893	1612.18995308714
1284	"F"	"2015-03-08"	91.7349430033937	300.671338943048	98.64519194107	1378.00051524304	1853.02102524372
1285	"F"	"2015-03-07"	97.5118752801791	313.723913288571	97.1413243266203	1430.92455643695	1911.75760979857
1286	"F"	"2015-03-03"	12.8220040583983	300.329968939996	94.2050792217997	1004.49220335111	1851.48486022998
1287	"M"	"2015-02-15"	83.1472473917529	315.30382671763	99.2669003465953	1334.9947788869	1761.21530687052
1288	"M"	"2015-03-16"	23.3397604199126	299.748574073285	95.5863873598542	982.673145886511	1698.99429629314
1289	"F"	"2015-03-31"	67.7576921181753	298.672477019854	94.1659587394918	1178.58031647978	1844.02614658934
1290	"F"	"2015-02-01"	74.3151837028563	308.151124625943	93.5823917385909	1259.10161805106	1886.68006081674
1291	"F"	"2015-03-02"	20.3377708792686	299.029310713643	93.4162087088608	989.119761250913	1845.6318982114
1292	"F"	NA	25.1005180180073	286.340122594334	97.8875895763383	1175.46913483646	1788.5305516745
1293	"M"	"2015-03-20"	22.5870520807803	323.070317041545	99.3114601502087	1051.87223357381	1792.28126816618
1294	"F"	"2015-02-27"	52.4454054189846	282.819811110231	97.4531198273166	1174.15874769213	1772.68914999604
1295	"M"	"2015-04-08"	10.2965668775141	290.190605012097	96.9917762863678	981.98302583769	1660.76242004839
1296	"F"	"2015-05-05"	8.77496099565178	320.637760047208	92.6062357522728	1076.39116327278	1942.86992021244
1297	"F"	"2015-04-11"	92.5684362649918	306.340222911072	89.6489497900817	1339.59046910284	1878.53100309983
1298	"F"	"2015-04-08"	24.9628928955644	306.303654116936	98.7832431282448	1095.82764343126	1878.36644352621
1299	"F"	"2015-03-20"	35.9539748169482	320.507211447032	99.1701253525365	1228.11923107132	1942.28245151164
1300	"F"	"2015-01-31"	68.6942070024088	305.530459506132	93.9254564136113	1223.80410683807	1874.88706777759
1301	"F"	"2015-02-06"	5.48661546781659	306.265761819763	98.7918568036077	1044.92309694877	1878.19592818894
1302	"F"	"2015-03-18"	28.4414520254359	296.072594462381	99.7949700171808	1150.58499729726	1832.32667508071
1303	"F"	"2015-02-02"	0.717113167047501	291.488550947959	99.7585793985503	994.898115345277	1811.69847926581
1304	"M"	"2015-05-09"	80.3047118708491	283.26029890972	98.0817929221917	1343.08965618722	1633.04119563888
1305	"M"	"2015-02-16"	54.7121040057391	285.566161042622	94.6450213174127	1276.96234688396	1642.26464417049
1306	"F"	"2015-02-10"	9.09191088285297	300.212242604827	92.9806134477656	1058.03299376741	1850.95509172172
1307	"M"	"2015-03-24"	60.0770811550319	302.112352138516	90.2229119254276	1125.98686281824	1708.44940855406
1308	"M"	NA	20.1097724027932	296.750499325618	98.2354598955752	1116.6084344103	1687.00199730247
1309	"M"	"2015-02-10"	98.918517306447	300.861928167764	99.8352696640465	1389.3719994626	1703.44771267106
1310	"M"	"2015-02-15"	94.3549630697817	286.761791078468	97.9492655366086	1264.24642039929	1647.04716431387
1311	"M"	"2015-03-25"	92.6889437483624	311.407236691381	99.0379858341615	1413.2618411677	1745.62894676552
1312	"F"	"2015-04-23"	86.6958111990243	296.098557728454	99.3512158792621	1240.00538259745	1832.44350977804
1313	"M"	"2015-03-11"	65.7785589108244	320.462707289442	98.8626172695856	1300.3597558313	1781.85082915777
1314	"F"	"2015-02-22"	52.2063265088946	302.614430389146	87.4019423676629	1120.80925499322	1861.76493675116
1315	"F"	"2015-02-17"	65.562666207552	297.353344620634	95.6152780224898	1311.59399894532	1838.09005079285
1316	"M"	"2015-04-19"	63.1294954102486	294.51504101145	95.4484561037235	1305.32727610087	1678.0601640458
1317	"F"	"2015-04-17"	91.5858461288735	302.29200434266	97.8943148403498	1232.06536950544	1860.31401954197
1318	"M"	"2015-03-29"	91.2357062334195	309.511900128891	93.4456549746569	1352.02871255111	1738.04760051556
1319	"F"	"2015-02-07"	14.8986472282559	298.035147769034	94.0684319877338	965.6904084282	1841.15816496065
1320	"F"	"2015-04-29"	98.612857144326	299.74184444649	96.5516458953136	1427.38221409731	1848.83830000921
1321	"M"	"2015-04-21"	22.6330914068967	299.789008613438	96.8314860440708	1153.36716012098	1699.15603445375
1322	"F"	"2015-02-20"	69.5885906228796	279.843985269047	90.855564987217	1261.46206386155	1759.29793371071
1323	"M"	"2015-03-12"	43.9528027316555	310.481648810621	96.1070549489755	1090.7449431438	1741.92659524248
1324	"F"	"2015-05-04"	0.765775213949382	291.043022021959	97.9234481442815	1076.15701681934	1809.69359909881
1325	"F"	"2015-03-30"	52.8811768861488	306.594336600511	95.6478355599037	1255.23750347085	1879.6745147023
1326	"M"	"2015-03-20"	87.6347340177745	289.401191216854	97.0962629334721	1228.31404739525	1657.60476486742
1327	"M"	"2015-03-25"	91.4104080293328	308.797366540902	79.2726011216488	1326.90368982963	1735.18946616361
1328	"M"	"2015-03-12"	67.2278907615691	285.245372602871	87.1576344690321	1253.10331700137	1640.98149041149
1329	"M"	"2015-03-20"	18.194615538232	305.33938422074	96.3548971689959	1130.36646155175	1721.35753688296
1330	"F"	"2015-05-08"	48.2361271278933	303.885317524251	97.5833792061756	1139.94967595674	1867.48392885913
1331	"F"	"2015-02-08"	86.7293991148472	298.067738916438	98.7524467687118	1268.92130031949	1841.30482512397
1332	"M"	"2015-04-05"	23.7144241342321	302.572025827725	96.4685030912799	1030.58141385438	1710.2881033109
1333	"M"	"2015-02-10"	47.234523226507	295.296770581612	93.1653546143051	1161.44143982558	1681.18708232645
1334	"M"	"2015-02-06"	97.5795791018754	276.051436146404	92.8158431206654	1419.9962060363	1604.20574458561
1335	"F"	"2015-03-25"	71.5151086915284	288.204972167201	98.171757812139	1285.22990241181	1796.9223747524
1336	"M"	"2015-04-09"	5.91941513121128	300.971196232684	92.4350793972745	926.206449624151	1703.88478493073
1337	"F"	"2015-02-02"	48.6336508765817	288.844902836555	93.6930078094945	1157.80309114372	1799.8020627645
1338	"F"	"2015-04-26"	92.2197639476508	304.768783037682	96.8754814338676	1328.04054462584	1871.45952366957
1339	"M"	"2015-04-03"	16.9004226103425	289.302123688608	97.8407614345732	1161.92008125596	1657.20849475443
1340	"M"	"2015-03-02"	40.4927197610959	286.209557837071	99.8596032314562	1109.22063492239	1644.83823134828
1341	"M"	"2015-04-16"	45.8221316104755	308.329123324712	94.7367324332802	1181.70332935406	1733.31649329885
1342	"M"	"2015-05-04"	22.8449310874566	304.915045307987	93.1200371431036	975.62548604561	1719.66018123195
1343	"F"	"2015-05-07"	11.0328387934715	304.359124021131	87.912367449011	934.141580818687	1869.61605809509
1344	"F"	"2015-03-25"	11.8525855708867	300.636315053411	98.9315035507095	940.260160956532	1852.86341774035
1345	"F"	"2015-03-11"	87.6882249256596	304.955469859251	95.1072661508251	1348.31647129031	1872.29961436663
1346	"M"	"2015-03-04"	95.910632959567	284.866187341284	94.8917536786532	1283.17182808416	1639.46474936514
1347	"M"	"2015-03-16"	21.9008047599345	299.658782026653	97.7699420644672	1043.57930706581	1698.63512810661
1348	"M"	"2015-04-09"	95.5344975460321	302.784710209191	98.8705539466113	1233.00271099899	1711.13884083676
1349	"F"	"2015-03-08"	18.7126748962328	300.501871543701	97.5182999100708	1127.19621386612	1852.25842194665
1350	"M"	"2015-04-14"	73.4453276032582	287.257354848472	93.4806429391668	1314.64924599044	1649.02941939389
1351	"M"	"2015-04-18"	95.8199773915112	314.700836679498	90.5241512944202	1387.42110325256	1758.80334671799
1352	"F"	"2015-04-24"	88.849167409353	302.091733364082	92.3930852485418	1271.50672872318	1859.41280013837
1353	"F"	"2015-03-12"	70.4551117029041	278.9875988294	98.1109813561548	1152.86632113857	1755.4441947323
1354	"F"	"2015-02-01"	21.8321771128103	321.979488226656	99.4329180891418	989.725528245326	1948.90769701995
1355	"M"	"2015-04-11"	55.4927937453613	308.57304412855	94.9969557249728	1261.0489760316	1734.2921765142
1356	"F"	"2015-04-16"	17.5377547740936	290.607555499177	90.6928104445479	1114.427991556	1807.7339997463
1357	"M"	"2015-02-13"	88.7490549823269	281.780805143289	97.4801365773046	1377.31146445032	1627.12322057316
1358	"F"	"2015-03-30"	31.4318743767217	300.418536887738	93.5990419719359	1026.17067040876	1851.88341599482
1359	"M"	"2015-02-08"	80.9569122735411	290.404647764587	88.2419716988087	1369.99405966606	1661.61859105835
1360	"M"	"2015-03-17"	96.1751692462713	293.391475836009	97.4549174467286	1399.41200217465	1673.56590334404
1361	"F"	"2015-05-09"	50.8589240023866	305.43574686988	97.9379114081895	1076.14227746148	1874.46086091446
1362	"F"	"2015-02-14"	9.90164065733552	296.973630428712	99.8234520542444	1043.6601519445	1836.3813369292
1363	"F"	"2015-05-03"	87.7085748361424	307.344720994662	98.3196659531189	1373.7971476349	1883.05124447598
1364	"F"	"2015-03-03"	28.6407339386642	316.78041094422	97.8694557144983	1204.23021923518	1925.51184924899
1365	"F"	"2015-04-08"	74.3449301691726	303.339290370442	97.7216203292153	1205.30242988374	1865.02680666699
1366	"M"	"2015-03-31"	44.9428863124922	293.29071896906	94.3351076191464	1167.21632435452	1673.16287587624
1367	"M"	"2015-02-08"	25.0730263069272	284.774421650173	96.506650200787	1126.98092283448	1639.09768660069
1368	"M"	"2015-05-05"	41.8847480788827	284.777643832434	92.4938349500528	1169.8379894183	1639.11057532973
1369	"M"	"2015-03-16"	18.4134128270671	293.857185513857	94.1966048528285	1044.28176303394	1675.42874205543
1370	"F"	"2015-02-15"	71.6920632869005	285.74085377598	88.2451935640659	1244.40329998964	1785.83384199191
1371	"M"	"2015-02-23"	0.433959509246051	322.15696156001	90.904798528829	1012.28180943523	1788.62784624004
1372	"M"	"2015-04-10"	11.4642839413136	277.94083052503	96.7576535501223	951.044912997168	1611.76332210012
1373	"M"	"2015-02-20"	57.6459686504677	304.856498691665	97.9844492668468	1225.02318104962	1719.42599476666
1374	"F"	"2015-03-12"	22.5152966100723	299.003674500535	97.7468792554548	1180.07893720875	1845.51653525241
1375	"M"	"2015-04-26"	5.24847456254065	311.482557608994	87.8069173963717	937.445501212496	1745.93023043598
1376	"M"	"2015-03-17"	0.904134660959244	291.079112959923	97.9895790892487	1077.20163469203	1664.31645183969
1377	"F"	"2015-03-12"	44.1958706825972	303.308625275286	95.2646231591707	1194.10056528402	1864.88881373879
1378	"F"	"2015-03-07"	25.081673823297	309.091500839348	95.6197899756303	1127.76200915454	1890.91175377706
1379	"M"	"2015-03-06"	94.8945183772594	287.157712235803	90.9298258688025	1283.01696180599	1648.63084894321
1380	"M"	"2015-02-20"	84.2315260553733	293.384214587321	94.8504729290287	1355.91582236346	1673.53685834928
1381	"F"	"2015-05-10"	81.5656129736453	312.742830790621	93.4363892719117	1278.13340306049	1907.3427385578
1382	"M"	"2015-02-02"	8.07489936705679	313.27761277712	95.6844223695399	1074.71924743149	1753.11045110848
1383	"M"	"2015-03-27"	91.1695649381727	309.956910695018	92.3501321642943	1295.55296979146	1739.82764278007
1384	"M"	"2015-04-05"	72.0779493218288	309.62415890404	98.0943634756905	1258.85884921066	1738.49663561616
1385	"M"	"2015-04-20"	93.2545884512365	293.19861255253	95.3961714796386	1396.09548776411	1672.79445021012
1386	"M"	"2015-05-09"	99.5681235799566	296.181023391558	98.5564532714801	1367.58062200155	1684.72409356623
1387	"F"	"2015-02-04"	36.869851546362	314.256201270903	93.0103528447548	1041.50170206791	1914.15290571907
1388	"M"	"2015-02-16"	9.5991093898192	320.66812399295	92.3432780682012	1019.3213069858	1782.6724959718
1389	"M"	"2015-04-23"	48.6181353451684	302.489716219506	93.03066369023	1161.03788834997	1709.95886487802
1390	"F"	"2015-03-04"	99.3891180725768	310.005440358327	99.2553725953956	1442.40150693106	1895.02448161247
1391	"F"	"2015-04-17"	86.2592238467187	291.231699633246	96.0406795097348	1209.80064773932	1810.54264834961
1392	"F"	"2015-04-25"	10.7495050877333	305.303401607627	98.9560475442225	1025.76512633823	1873.86530723432
1393	"F"	"2015-04-01"	40.8529370557517	307.65590519837	96.4045591701568	1164.06027258141	1884.45157339267
1394	"M"	"2015-04-02"	10.3378712432459	296.042004181777	92.2035646747279	1042.04808460316	1684.16801672711
1395	"F"	"2015-03-17"	40.4111833311617	305.148198434716	96.2481043722388	1115.76474464964	1873.16689295622
1396	"F"	"2015-03-17"	69.3830413976684	310.506295359527	92.6330972886375	1224.75010119611	1897.27832911787
1397	"M"	"2015-02-16"	33.6699406150728	304.910544324633	84.3015509523139	1115.28819122352	1719.64217729853
1398	"F"	"2015-03-21"	87.7191988518462	297.261287503135	92.3613168818526	1304.16783033172	1837.67579376411
1399	"M"	"2015-02-15"	13.5773085989058	307.599577333387	99.459106183499	978.210323299281	1730.39830933355
1400	"F"	"2015-03-30"	38.6742692207918	308.569001314608	96.1199717837978	1059.05439877883	1888.56050591573
1401	"F"	"2015-04-07"	7.63595041353256	297.25882190067	93.2464352163386	947.526195226237	1837.66469855302
1402	"M"	"2015-04-05"	84.4086698722094	295.692325103495	93.2484953138391	1395.28887031833	1682.76930041398
1403	"F"	"2015-03-29"	40.4345703078434	306.34283493873	95.1957125221457	1203.59635616187	1878.54275722429
1404	"M"	"2015-02-04"	42.190071567893	294.624942659814	99.2311335165176	1117.41613185266	1678.49977063925
1405	"F"	"2015-02-04"	52.19247485511	310.372653280595	95.4637416420859	1227.62982241809	1896.67693976268
1406	"F"	"2015-02-25"	50.4358836216852	311.09820113808	98.3657828012535	1177.51300117467	1899.94190512136
1407	"F"	"2015-04-29"	23.9739152835682	317.544839433223	98.2990865913525	1116.51555667631	1928.9517774495
1408	"F"	"2015-04-11"	94.1663762088865	278.74419077139	99.9056624637104	1250.88642864255	1754.34885847126
1409	"M"	"2015-02-20"	19.4235779577866	302.852310487999	97.9094542313275	1068.81761345081	1711.40924195199
1410	"M"	"2015-03-23"	55.7810966391116	296.038024778319	98.2159986413523	1222.24271923071	1684.15209911328
1411	"F"	"2015-04-10"	87.8412729129195	308.608612599878	98.4820065611053	1379.43435214926	1888.73875669945
1412	"M"	"2015-02-01"	95.2115338295698	311.984701383536	94.1749814687293	1368.82923827972	1747.93880553414
1413	"F"	"2015-04-13"	32.0289626484737	301.807014992074	99.3639700536875	1120.04999584984	1858.13156746433
1414	"M"	"2015-05-10"	17.5765176536515	303.301590321544	91.3737236643774	1099.12016477203	1713.20636128617
1415	"F"	"2015-04-09"	75.6812871433794	299.860410832838	99.4326347814935	1169.94469032623	1849.37184874777
1416	"F"	"2015-05-05"	45.3985380241647	316.845516447457	95.6971793207981	1091.86842120485	1925.80482401356
1417	"M"	"2015-03-29"	12.2934516053647	320.768355084806	96.8663027506388	1013.62033027457	1783.07342033923
1418	"F"	"2015-04-03"	10.4198536137119	285.958216701009	80.4285467225137	1138.11471899739	1786.81197515454
1419	"F"	"2015-03-08"	0.371851166710258	298.582705186578	92.0876212904053	898.016303980257	1843.6221733396
1420	"M"	"2015-03-12"	73.1473323889077	289.005365733393	92.9706148138789	1162.68657473847	1656.02146293357
1421	"F"	"2015-03-09"	1.23449263628572	305.731428908851	98.2420837934783	937.72430176381	1875.79143008983
1422	"F"	"2015-04-11"	74.657037621364	284.055755831885	98.0190499741342	1326.24563484918	1778.25090124348
1423	"M"	"2015-05-10"	21.3427042821422	295.527126802227	84.856025300841	1051.836794056	1682.10850720891
1424	"F"	"2015-04-11"	44.3486559204757	285.700887008738	91.632132535729	1074.23780299723	1785.65399153932
1425	"M"	"2015-03-24"	92.5334939733148	284.235841456463	94.9570124390328	1400.97577397246	1636.94336582585
1426	"F"	"2015-02-13"	52.9592022998258	305.005007903259	94.0757158835688	1101.48366946727	1872.52253556467
1427	"F"	"2015-03-29"	86.3274408970028	298.423785206568	88.2203580618901	1287.04729189398	1842.90703342956
1428	"F"	"2015-04-09"	5.38761762436479	306.863739661796	93.3965639148864	1087.86760665011	1880.88682847808
1429	"M"	"2015-03-20"	57.2460734751076	306.45141722846	96.8273746973654	1208.29100833973	1725.80566891384
1430	"F"	"2015-04-29"	20.3901764703915	316.878181826633	98.8822091625589	995.919856391847	1925.95181821985
1431	"M"	"2015-03-23"	40.3870578156784	292.664438243546	97.1865970759484	1182.52457296709	1670.65775297418
1432	"F"	"2015-05-04"	84.2095488216728	299.095655491226	90.3868387269694	1384.65365216136	1845.93044971052
1433	"M"	"2015-03-26"	95.0857324991375	295.086096941735	95.1995805282643	1393.29489331925	1680.34438776694
1434	"M"	"2015-04-26"	49.5636717416346	289.242103828606	90.0227788071856	1263.9368955791	1656.96841531442
1435	"F"	"2015-02-12"	54.5803950633854	304.53844764727	94.4040016548298	1123.17002313212	1870.42301441271
1436	"M"	"2015-03-26"	88.2820264669135	307.852119346759	93.9745877708442	1315.3027188126	1731.40847738703
1437	"F"	"2015-03-11"	52.006552182138	314.031481109279	97.2464271572184	1094.96235052822	1913.14166499175
1438	"M"	"2015-03-23"	14.6515423897654	307.597058528776	94.4672001156935	1010.74751843931	1730.3882341151
1439	"M"	"2015-02-14"	88.885971182026	294.401185175738	99.0165072163613	1248.77396471566	1677.60474070295
1440	"F"	"2015-03-25"	5.63576293643564	299.385863187465	95.5421027788894	1024.8248139536	1847.23638434359
1441	"M"	"2015-03-04"	97.0828668680042	298.174133961432	93.8397450137662	1348.74742532615	1692.69653584573
1442	"F"	"2015-02-05"	43.9015314914286	293.843310982216	94.024584154232	1173.38600598974	1822.29489941997
1443	"F"	"2015-05-10"	63.2215689634904	314.457801056173	90.104373819072	1179.73059995333	1915.06010475278
1444	"M"	"2015-03-21"	30.6384000228718	306.076551131645	99.4428222159619	1164.10562458215	1724.30620452658
1445	"M"	"2015-02-24"	70.6940829055384	304.756311715264	89.4304814119314	1170.3054702864	1719.02524686106
1446	"F"	"2015-05-06"	12.1405343292281	270.709017811066	99.5693468915531	961.236846202519	1718.1905801498
1447	"M"	"2015-03-21"	27.2329486440867	312.387252000821	97.148795963608	1033.78889726009	1749.54900800328
1448	"F"	"2015-04-16"	86.3834999501705	303.563119412992	97.4110825907066	1300.73981705122	1866.03403735846
1449	"F"	"2015-05-08"	33.4292088635266	291.989178220569	99.1975996252498	1058.23542451952	1813.95130199256
1450	"F"	"2015-02-18"	74.9231054214761	298.308739043639	92.3343831789529	1260.81317937467	1842.38932569637
1451	"M"	"2015-05-06"	23.5654803924263	314.479086681015	95.0263050311735	1179.64545847615	1757.91634672406
1452	"F"	"2015-02-02"	58.8450545445085	317.936647093012	98.9392824882363	1264.35350374319	1930.71491191856
1453	"M"	"2015-02-28"	38.8696623500437	301.509479099912	98.96572608278	1196.05777254328	1706.03791639965
1454	"M"	"2015-04-16"	92.911824118346	302.972290827162	92.5272833888523	1403.53473722003	1711.88916330865
1455	"M"	"2015-04-22"	39.9552554823458	288.136287228924	94.8623143310992	1191.42523805611	1652.5451489157
1456	"F"	"2015-03-29"	49.688906990923	310.666587090006	96.8517922678203	1267.42283872562	1897.99964190503
1457	"F"	"2015-04-01"	99.7882634866983	301.425983661486	97.8734601937637	1310.06376957754	1856.41692647669
1458	"F"	"2015-04-24"	5.72305542882532	283.846692547274	97.3430590918164	982.074750347529	1777.31011646273
1459	"M"	"2015-04-15"	53.648153715767	297.82870926322	99.295680422355	1231.40608469956	1691.31483705288
1460	"F"	"2015-04-26"	55.1352953305468	298.6710684519	96.8315654436116	1127.57361679338	1844.01980803355
1461	"M"	"2015-02-16"	57.484177290462	314.263917421513	98.5142750132458	1136.62869833177	1757.05566968605
1462	"M"	"2015-03-12"	11.1138376640156	300.766693687053	89.7597065014617	1102.40715295775	1703.06677474821
1463	"F"	"2015-04-19"	99.6377848321572	311.613759456918	98.7214907287445	1351.3567818189	1902.26191755613
1464	"F"	"2015-02-10"	3.94025782588869	312.380937931032	87.9112971359927	1043.56780443806	1905.71422068964
1465	"F"	"2015-02-05"	23.8122900482267	302.56148121932	95.460203349814	1154.88166850992	1861.52666548694
1466	"M"	"2015-02-08"	72.8442313848063	291.603008877141	92.7774638261088	1260.39893682115	1666.41203550856
1467	"F"	"2015-04-18"	62.3893097275868	305.072898902279	98.5022330003842	1113.59807314118	1872.82804506025
1468	"F"	"2015-02-26"	18.5685555217788	290.885156731429	90.311601535887	1126.65885538561	1808.98320529143
1469	"M"	"2015-04-28"	48.2941694790497	300.264201301537	94.2942715225871	1260.39331321139	1701.05680520615
1470	"M"	"2015-03-25"	58.1052472814918	298.72543828415	99.8009687126081	1275.36638512509	1694.9017531366
1471	"M"	"2015-04-27"	7.86324650980532	300.902492825502	99.1090782697127	1003.56752486434	1703.60997130201
1472	"M"	"2015-04-27"	97.5113243097439	293.58215087571	84.1440287276929	1369.69808496069	1674.32860350284
1473	"M"	"2015-03-17"	18.1801127269864	286.674672026648	98.2025378332256	1164.21308229445	1646.69868810659
1474	"F"	"2015-02-21"	36.9091936619952	293.750093170964	95.9496088061837	1226.99442262528	1821.87541926934
1475	"M"	"2015-05-04"	40.1569579727948	304.509289765298	96.498811078622	1067.26983529981	1718.03715906119
1476	"M"	"2015-04-19"	54.0841669309884	295.403032997226	99.7740618347222	1245.51064513624	1681.61213198891
1477	"M"	"2015-02-11"	96.5597762493417	311.364222069849	94.4366443474924	1279.79737270856	1745.45688827939
1478	"M"	"2015-04-27"	64.8204788099974	308.780617937741	78.8179472807907	1324.87568784505	1735.12247175097
1479	"M"	"2015-03-08"	30.9651790186763	289.692734235987	90.3093340697281	1189.80331136379	1658.77093694395
1480	"M"	"2015-03-02"	37.3087536310777	292.976273035139	96.5677397466945	1046.15465146489	1671.90509214056
1481	"M"	"2015-02-27"	63.8600832782686	307.468863975944	99.1901533917777	1176.33537795395	1729.87545590377
1482	"M"	"2015-04-22"	87.2337497770786	286.178153084511	99.5541710626737	1406.64149230346	1644.71261233804
1483	"M"	"2015-03-23"	14.6957227727398	305.452601951535	90.8731900707954	1113.81660991581	1721.81040780614
1484	"M"	"2015-04-14"	86.0643712803721	295.347674467735	93.1023504734499	1238.19249272346	1681.39069787094
1485	"M"	"2015-03-30"	8.08325433172286	303.209214466535	94.4810372377255	1087.42260772036	1712.83685786614
1486	"F"	"2015-04-24"	7.43893617764115	313.206935600262	99.1059815239312	1111.24783787411	1909.43121020118
1487	"F"	"2015-04-17"	75.9877676377073	293.439708583414	97.8955455859202	1359.27959681489	1820.47868862537
1488	"F"	"2015-02-25"	12.000772007741	281.564359895268	96.1053598479509	1123.59581006924	1767.03961952871
1489	"F"	"2015-02-02"	75.2454136265442	297.144632813183	99.8508206357633	1344.28010332631	1837.15084765933
1490	"F"	"2015-04-29"	16.7042249580845	307.48869935434	93.5144741925872	1070.51156394416	1883.69914709453
1491	"M"	"2015-04-22"	49.8031898401678	309.662638220213	92.6389493247521	1217.19029762084	1738.65055288085
1492	"M"	"2015-03-27"	76.0966527741402	300.321021717491	98.6021542958201	1222.77097301325	1701.28408686996
1493	"M"	"2015-04-25"	82.5813171220943	301.727795363584	97.7225899949683	1330.19650937757	1706.91118145434
1494	"M"	"2015-03-24"	1.55114920344204	294.86032341018	99.9878432952554	915.676541670691	1679.44129364072
1495	"M"	"2015-03-05"	67.5514386966825	296.886584443267	94.0442818032795	1199.08702572575	1687.54633777307
1496	"F"	"2015-04-03"	3.33586644846946	295.216614623718	96.1167680312062	975.929452367127	1828.47476580673
1497	"M"	"2015-03-12"	78.3969114767388	295.611379407219	90.7145980267392	1201.74112913432	1682.44551762888
1498	"F"	"2015-03-08"	30.6236524600536	291.31219992064	94.3163648793343	1132.89717846783	1810.90489964288
1499	"F"	"2015-04-26"	30.1972428103909	304.199642643059	94.9235462250604	1005.11202278547	1868.89839189376
1500	"M"	"2015-03-12"	0.690898182801902	293.382094968629	94.3963965289996	1041.41092826147	1673.52837987452
1501	"M"	"2015-03-10"	72.2292293095961	290.188086937418	98.9990091318724	1350.60563755454	1660.75234774967
1502	"F"	"2015-03-13"	18.0727914907038	293.583693385795	94.6433223924478	1114.04962475644	1821.12662023608
1503	"M"	"2015-04-27"	93.0400443263352	312.077810332906	96.359029308315	1352.57578513352	1748.31124133162
1504	"M"	"2015-05-04"	85.1959968451411	307.619648387757	99.0293868717516	1270.26575969765	1730.47859355103
1505	"M"	"2015-02-13"	1.55197528656572	306.55810203798	92.2002798108794	1044.24927882617	1726.23240815192
1506	"M"	"2015-05-05"	14.7579084150493	289.175164913288	99.4728867829842	998.102149949409	1656.70065965315
1507	"M"	"2015-04-12"	86.8527478305623	305.799623738879	94.7800138334681	1328.99025994819	1723.19849495552
1508	"F"	"2015-05-10"	90.1319387834519	308.308507924908	96.5138946946923	1250.41359965224	1887.38828566209
1509	"F"	"2015-02-06"	52.6177127845585	287.230728791495	97.6708863791812	1177.22834422719	1792.53827956173
1510	"M"	"2015-03-15"	72.4530194420367	301.716598688433	94.239772193721	1212.28530262597	1706.86639475373
1511	"F"	"2015-02-13"	99.0124157862738	294.832385121408	80.0685786766973	1445.09656648617	1826.74573304633
1512	"F"	"2015-03-14"	93.3414007537067	294.433589317605	95.0400012103432	1286.24515645439	1824.95115192922
1513	"M"	"2015-04-02"	63.7234454741701	295.64177625574	96.5035681613573	1271.74088371685	1682.56710502296
1514	"M"	"2015-04-07"	64.103632979095	311.542954706696	91.3738669864661	1180.89584580855	1746.17181882678
1515	"F"	"2015-04-14"	7.96413044445217	306.365374402751	90.5835015888558	1012.84954108996	1878.64418481238
1516	"M"	"2015-04-02"	97.4037386476994	309.489210250215	99.7411648297325	1444.5866289176	1737.95684100086
1517	"F"	"2015-02-05"	24.1326621035114	286.16497256536	96.7722539950119	1034.6857781522	1787.74237654412
1518	"M"	"2015-03-24"	23.3600663952529	301.994133770243	97.1485508180893	1059.59778985474	1707.97653508097
1519	"M"	"2015-02-04"	27.7659080224112	299.999024512758	93.6761712337086	1077.78180872556	1699.99609805103
1520	"M"	"2015-03-18"	47.4662153050303	294.351807821958	93.3296311811154	1195.05215702811	1677.40723128783
1521	"M"	"2015-03-20"	94.4228328764439	301.294906701514	98.5695251445328	1372.51361408038	1705.17962680605
1522	"F"	"2015-02-27"	83.050888730213	289.961792498246	94.9206381696902	1246.11578307115	1804.82806624211
1523	"M"	"2015-04-21"	44.0197777468711	304.461240056115	90.6111625656526	1231.03993254481	1717.84496022446
1524	"M"	"2015-04-24"	33.9961397694424	300.219837253098	94.2437750043903	1024.30911329575	1700.87934901239
1525	"M"	"2015-04-25"	91.9476476265118	296.902596408584	96.9639472503326	1252.34941236908	1687.61038563434
